acronym,page_title,expansion,hits,script,initials_match,looks_like_person,source,domain,raw_line
רמ״ז,"רמ""ז",ר' משה זיידל,0,hebrew,True,True,wiktionary,,# ר' משה זיידל.
רמ״ח,"רמ""ח",ראש מחלקה,116,hebrew,True,False,wiktionary,"צה""ל","#{{משלב/ר""ת|צה""ל}} ראש מחלקה."
רמ״ח,"רמ""ח",מספר האיברים בגוף האדם,0,hebrew,False,False,wiktionary,גימטריה,#{{משלב|גימטריה}} 248<br />מספר האיברים בגוף האדם.
רמ״ך,"רמ""ך",משה הכהן אבן ג'יקטילה,52,hebrew,False,True,wikipedia,,משה הכהן אבן ג'יקטילה – פרשן המקרא ומדקדק מספרד המוסלמית
רמ״ך,"רמ""ך",כלפון משה הכהן,46,hebrew,False,False,wikipedia,,כלפון משה הכהן – רבה של יהדות ג'רבה במחצית הראשונה של המאה ה-20
רמ״ך,"רמ""ך",רבי מלאכי הכהן,16,hebrew,True,True,wikipedia,,"רבי מלאכי הכהן – מחכמי ליוורנו במאה ה-18, מחבר ספר כללי התלמוד ""יד מלאכי"""
רמ״ך,"רמ""ך",רבי משה הכהן מלוניל,4,hebrew,True,True,wikipedia,,"רבי משה הכהן מלוניל – מחכמי לוניל שבפרובנס בדורו של הרמב""ם ומחבר ""השגות הרמ""ך"" על משנה תורה לרמב""ם"
רמ״ק,"רמ""ק",רמקול קטן,7,hebrew,True,False,wiktionary,,#רמקול קטן.
רמ״ק,"רמ""ק",רבי משה קורדברו,0,hebrew,True,True,wiktionary,,#רבי משה קורדברו.
רנ״ז,"רנ""ז",נח זבולוני,142,hebrew,False,True,wikipedia,,"נח זבולוני – ר' נח זבולוני - מחלוצי העיתונות בירושלים. נודע בשם העט רנ""ז"
רנ״ז,"רנ""ז","ה'רנ""ז",21,hebrew,False,False,wikipedia,,"ה'רנ""ז – שנה עברית"
רס״ג,"רס""ג",רבי סעדיה גאון,81,hebrew,True,True,wiktionary,,#רבי סעדיה גאון.
רס״ג,"רס""ג",רב סמל גדודי,2,hebrew,True,True,wiktionary,,#רב סמל גדודי.
רס״ל,"רס""ל","דרגת נגד בצה""ל",1,hebrew,False,True,wiktionary,,"#רב [[סמ""ל]].<br>דרגת [[נגד]] בצה""ל."
רס״ל,"רס""ל","רב סמ""ל סוללתי",0,hebrew,True,True,wiktionary,,"#רב סמ""ל סוללתי."
רע״א,"רע""א",רבי עקיבא אייגר,13,hebrew,True,True,wiktionary,,# רבי עקיבא אייגר.
רע״א,"רע""א",רשות ערעור אזרחי,3,hebrew,True,False,wiktionary,,# רשות ערעור אזרחי.
רע״ם,"רע""ם","רימון רסס, עשן, מטען",0,hebrew,True,False,wiktionary,"צה""ל","#{{משלב|צה""ל}} רימון רסס, עשן, מטען."
רע״ם,"רע""ם",ריענון ערכות מגן,0,hebrew,True,False,wiktionary,"צה""ל","#{{משלב|צה""ל}} ריענון ערכות מגן;"
רע״ם,"רע""ם",רפואה עורפית מתקדמת,0,hebrew,True,False,wiktionary,"צה""ל","#{{משלב|צה""ל}} רפואה עורפית מתקדמת;"
רע״ם,"רע""ם",שמו של האיחוד* בין סוריה למצרים בין השנים 1958 לבין 1961,0,hebrew,False,False,wiktionary,,#הרפובליקה הערבית המאוחדת.<br>שמו של האיחוד* בין סוריה למצרים בין השנים 1958 לבין 1961;
רע״מ,"רע""מ",הרשימה הערבית המאוחדת,73,hebrew,False,False,wikipedia,,הרשימה הערבית המאוחדת – מפלגה ערבית ישראלית הפועלת משנת 1996 (הוקמה לקראת הבחירות לכנסת ה-14)
רע״מ,"רע""מ","שנת רע""מ",16,hebrew,False,False,wikipedia,,"שנת רע""מ (REM, ""שנת חלום"") - שלב בשינה בו יש ריצודי עיניים מהירים, ראו שינה#שנת REM"
רע״מ,"רע""מ",ריצודי עיניים מהירים,8,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[רצוד|'''ר'''יצודי]] [[עין#עַיִן|'''ע'''יניים]] [[מהיר|'''מ'''הירים]]"
רע״מ,"רע""מ",רקטה עתירת משקל,8,hebrew,True,True,wikipedia,,רקטה עתירת משקל – קטגוריית רקטות בעלות ראש קרב כבד המשוגרות לטווחים קצרים כדי לגרום נזק רב
רע״מ,"רע""מ",הרשימה הערבית המאוחדת (הכנסת השמינית),4,hebrew,False,False,wikipedia,,הרשימה הערבית המאוחדת (הכנסת השמינית) – מפלגה ערבית ישראלית שהוקמה במהלך הכנסת השמינית ופעלה בשנים 1977–1981
רע״מ,"רע""מ",רענון ערכות מגן,2,hebrew,True,False,wikipedia,,"רענון ערכות מגן – פרויקט של פיקוד העורף להחלפת ציוד מיגון שבידי אזרחי ישראל, ראו ערכת מגן"
רפו״ש,"רפו""ש",רפואת שיניים,321,hebrew,True,False,wiktionary,,#[[רפואת שיניים]].
רפו״ש,"רפו""ש",רפואה שלמה,72,hebrew,True,False,wiktionary,,#רפואה שלמה.
רשב״א,"רשב""א",רבי שמעון בן אלעזר,202,hebrew,True,True,wiktionary,,#רבי [[w:רבי שמעון בן אלעזר|שמעון בן אלעזר]].
רשב״א,"רשב""א",רב שימי בר אשי,195,hebrew,True,True,wiktionary,,#[[w:רב שימי בר אשי|רב שימי בר אשי]].
רשב״א,"רשב""א",רבי שלמה בן אדרת,14,hebrew,True,True,wiktionary,,"#רבי [[w:רשב""א|שלמה בן אדרת]]."
רשב״א,"רשב""א",רבי שלמה בן אברהם (רבי שלמה מן ההר),0,hebrew,True,True,wiktionary,,#רבי שלמה בן אברהם (רבי [[w:שלמה מן ההר|שלמה מן ההר]]).
רשב״א,"רשב""א","רבי שמשון בן אברהם (ר""ש משאנץ)",0,hebrew,True,True,wiktionary,,"#רבי שמשון בן אברהם ([[w:שמשון משאנץ|ר""ש משאנץ]])."
רשב״ג,"רשב""ג",רבן שמעון בן גמליאל,297,hebrew,True,True,wiktionary,,#רבן שמעון בן גמליאל.
רשב״ג,"רשב""ג",רבי שלמה אבן גבירול,101,hebrew,True,True,wiktionary,,#רבי שלמה אבן גבירול.
רש״י,"רש""י",ר' שלמה יצחקי,6,hebrew,True,False,wiktionary,,#[[ר']] [[שלמה]] [[יצחק]]י.
רש״י,"רש""י",רחיים של יד,2,hebrew,True,False,wiktionary,,# [[רחים|רחיים]] [[של]] [[יד]]
רש״מ,"רש""מ","רש""י",3291,hebrew,False,False,wiktionary,,"#[[רש""י]]"
רש״מ,"רש""מ",רחיים של מכונה,0,hebrew,True,False,wiktionary,ארון הספרים היהודי,"# {{משלב/ר""ת|ארון הספרים היהודי}} [[רחים|רחיים]] [[של]] [[מכונה]]"
רש״ש,"רש""ש",רבי שלום שבזי (1619,1,hebrew,True,True,wikipedia,,"רבי שלום שבזי (1619–1719) – רב, מקובל ופייטן מתימן"
רש״ש,"רש""ש",רבי שלום שרעבי (1720/1703,1,hebrew,True,True,wikipedia,,"רבי שלום שרעבי (1720/1703–1782/1777) – רב ומקובל תימני נודע, ראש ישיבת המקובלים בית אל"
רש״ש,"רש""ש",רבי שמואל שְׂטְרָאשׁוּן (1793,1,hebrew,True,True,wikipedia,,"רבי שמואל שְׂטְרָאשׁוּן (1793–1872) – רב ליטאי, מהבולטים ביהודי וילנה בדורו, מגיה התלמוד הבבלי והמדרש"
רש״ש,"רש""ש",רבי שמעון שְׁקוֹפּ (1860,1,hebrew,True,True,wikipedia,,"רבי שמעון שְׁקוֹפּ (1860–1939) – ראש ישיבת שער התורה בגרודנה (מכונה ""הגרש""ש"")"
רש״ת,"רש""ת",ראשי תיבות,3551,hebrew,True,False,wiktionary,,#[[ראשי תיבות]].
רש״ת,"רש""ת",רשות שדות התעופה,302,hebrew,True,False,wiktionary,,#[[רשות]] שדות ה[[תעופה]].
ר״א,"ר""א",רבי אלעזר,1466,hebrew,True,True,wiktionary,,# רבי אלעזר.
ר״א,"ר""א",רבי אליעזר,1345,hebrew,True,True,wiktionary,,# רבי אליעזר.
ר״א,"ר""א",אלגברה ריבוי אלגברי,0,hebrew,False,False,wiktionary,,# <small>אלגברה</small> ריבוי אלגברי.
ר״ב,"ר""ב",ראה בזאת,10,hebrew,True,False,wiktionary,,# ראה בזאת.
ר״ב,"ר""ב",רצוף בזאת,0,hebrew,True,False,wiktionary,,# רצוף בזאת.
ר״ג,"ר""ג",רמת גן,6895,hebrew,True,False,wiktionary,ערים בישראל,"# {{משלב/ר""ת|ערים בישראל}} רמת גן."
ר״ג,"ר""ג",רבן גמליאל,555,hebrew,True,True,wiktionary,ארון הספרים היהודי,"# {{משלב/ר""ת|ארון הספרים היהודי}} רבן גמליאל."
ר״ג,"ר""ג",מספר הוקטורים הבלתי-תלויים המתאימים לערך עצמי כלשהו,0,hebrew,False,False,wiktionary,מתמטיקה,"# {{משלב/ר""ת|מתמטיקה}} ריבוי גאומטרי.</br>מספר ה[[וקטור|וקטורים]] הבלתי-תלויים המתאימים ל[[ערך עצמי]] כלשהו."
ר״ה,"ר""ה",ראש השנה,2476,hebrew,True,False,wiktionary,יהדות,"#{{משלב/ר""ת|יהדות}} [[ראש השנה]]."
ר״ה,"ר""ה",רב הונא,626,hebrew,True,True,wiktionary,,# רב הונא.
ר״ה,"ר""ה",רשות הרבים,217,hebrew,True,False,wiktionary,יהדות,"#{{משלב/ר""ת|יהדות}} רשות הרבים."
ר״ח,"ר""ח",ראש חודש,598,hebrew,True,False,wikipedia,,ראש חודש
ר״ח,"ר""ח",רבנו חננאל,290,hebrew,True,False,wikipedia,,רבנו חננאל
ר״ח,"ר""ח","ה'ר""ח",16,hebrew,False,True,wikipedia,,"ה'ר""ח – שנה עברית (1447–1448)"
ר״י,"ר""י",רבי יצחק,3169,hebrew,True,True,wiktionary,,# רבי יצחק.
ר״י,"ר""י",רבי יהודה,3027,hebrew,True,True,wiktionary,,# רבי יהודה.
ר״י,"ר""י",רבי יהושע,1240,hebrew,True,True,wiktionary,,# רבי יהושע.
ר״י,"ר""י",רבי יוחנן,1021,hebrew,True,True,wiktionary,,# רבי יוחנן.
ר״י,"ר""י",רבי יוסי,730,hebrew,True,True,wiktionary,,# רבי יוסי.
ר״י,"ר""י",רבי יודן,177,hebrew,True,True,wiktionary,,# רבי יודן.
ר״ל,"ר""ל",רבי שמעון בן לקיש,36,hebrew,True,True,wiktionary,,#ריש לקיש</br>רבי שמעון בן לקיש.
ר״ל,"ר""ל",רחמנא ליצלן,30,hebrew,True,False,wiktionary,,#[[רחמנא ליצלן]].
ר״ל,"ר""ל",ר(ו)צה לומר,0,hebrew,True,False,wiktionary,,#[[רוצה לומר|ר(ו)צה לומר]].
ר״מ,"ר""מ (פירושונים)",רבי מאיר,1648,hebrew,True,True,wikipedia+wiktionary,,# רבי מאיר.
ר״מ,"ר""מ (פירושונים)",ראש ממשלה,1558,hebrew,True,False,wikipedia+wiktionary,,# [[ראש ממשלה]].
ר״מ,"ר""מ (פירושונים)",ריש מתיבתא,29,hebrew,True,False,wikipedia,,ריש מתיבתא - ראש ישיבה
ר״מ,"ר""מ (פירושונים)","ר""ם",23,hebrew,True,False,wikipedia,,"ר""ם - רשימה מקובצת - יחידה רישומית של צה""ל"
ר״מ,"ר""מ (פירושונים)","ר""מ 2",11,hebrew,True,True,wikipedia,,"ר""מ 2 – יחידה רישומית בצה""ל אליה מסופחים חיילים שלא כשירים רפואית להמשיך את השירות בצורה סדירה, בדרך כלל בעקבות מחלה, שבר או פציעה"
ר״מ,"ר""מ (פירושונים)",רב המלמד בישיבה,2,hebrew,True,True,wikipedia,,"רב המלמד בישיבה - ר""מ"
ר״מ,"ר""מ","(מילולית ארמית-ראש ישיבה בפועל מג""ש בישיבה)",0,hebrew,False,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} ריש [[מתיבתא]].</br> (מילולית ארמית-[[ראש ישיבה]] בפועל [[מג""ש]] ב[[ישיבה]])."
ר״מ,"ר""מ",רַב מורה,0,hebrew,True,False,wiktionary,,# [[רב#רַב ה|רַב]] [[מורה]].
ר״נ,"ר""נ",רב נחמן,344,hebrew,True,True,wikipedia+wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} [[:w:רב נחמן|'''ר'''ב '''נ'''חמן]]"
ר״נ,"ר""נ",רישיון נהיגה,300,hebrew,True,False,wiktionary,,# [[רישיון נהיגה|'''ר'''ישיון '''נ'''היגה]]
ר״נ,"ר""נ","ר""ן",238,hebrew,True,True,wikipedia,,"ר""ן – רבי ניסים בן ראובן"
ר״נ,"ר""נ",250 (מספר),8,hebrew,False,False,wikipedia,,250 (מספר) – מספר טבעי
ר״ע,"ר""ע (פירושונים)",רבי עקיבא,1118,hebrew,True,True,wikipedia+wiktionary,,# [[w:רבי עקיבא|'''ר'''בי '''ע'''קיבא]].
ר״ע,"ר""ע",ראש עיר,429,hebrew,True,False,wiktionary,,# [[ראש עיר|'''ר'''אש '''ע'''יר]]
ר״ע,"ר""ע (פירושונים)","ה'ר""ע",24,hebrew,False,False,wikipedia,,"ה'ר""ע – שנה עברית"
ר״ע,"ר""ע (פירושונים)",רבי עובדיה מברטנורה,17,hebrew,True,True,wikipedia,,רבי עובדיה מברטנורה – מגדולי פרשני המשנה
ר״ע,"ר""ע (פירושונים)",270 (מספר),6,hebrew,False,False,wikipedia,,270 (מספר) – מספר טבעי
ר״ש,"ר""ש",רבי שמעון,1833,hebrew,True,True,wiktionary,,# רבי שמעון.
ר״ש,"ר""ש",רפואה שלמה,72,hebrew,True,False,wiktionary,,# רפואה שלמה.
ר״ת,"ר""ת",ראשי תיבות,3551,hebrew,True,False,wikipedia+wiktionary,,#ראשי תיבות.
ר״ת,"ר""ת",רבנו תם,671,hebrew,True,False,wikipedia+wiktionary,,#רבנו תם.
ר״ת,"ר""ת","ר""ת מאורליינש",2,hebrew,True,False,wikipedia,,"ר""ת מאורליינש"
שב״ד,"שב""ד",שליחי בית דין,4,hebrew,True,False,wiktionary,,# שליחי בית דין.
שב״ד,"שב""ד",שופטי בית דין,0,hebrew,True,False,wiktionary,,# שופטי בית דין.
שב״ח,"שב""ח",שוהה בלתי חוקי,44,hebrew,True,False,wiktionary,,# שוהה בלתי חוקי.
שב״ח,"שב""ח",שימוש בלתי חוקי (בנשק),5,hebrew,True,False,wiktionary,,# שימוש בלתי חוקי (בנשק).
שב״י,"שב""י",שבטי ישראל,739,hebrew,True,False,wiktionary,,#שבטי ישראל.
שב״י,"שב""י",שבטי יה,5,hebrew,True,False,wiktionary,,#שבטי יה.
שב״ת,"שב""ת",שינה בשבת תענוג,4,hebrew,True,False,wiktionary,,# שינה ב[[שבת]] תענוג
שב״ת,"שב""ת",שיני בנים תקהינה,1,hebrew,True,False,wiktionary,,# שיני בנים תקהינה.
שד״ר,"שד""ר",שדה ראיה,3,hebrew,True,False,wiktionary,,#שדה ראיה.
שד״ר,"שד""ר",שְׁלוּחָא דְרַבָּנָן,2,hebrew,True,False,wiktionary,ארמית,"#{{משלב/ר""ת|ארמית}} שְׁלוּחָא דְרַבָּנָן. ([[שליח]] של ה[[רב#רַב ה|רבנים]]) - שם לשליח בין קהילות יהודיות."
שו״ב,"שו""ב",שם משפחה יהודי,464,hebrew,False,False,wikipedia,,"שו""ב - שם משפחה יהודי"
שו״ב,"שו""ב",שליטה ובקרה,424,hebrew,True,True,wikipedia+wiktionary,,# שליטה ובקרה.
שו״ב,"שו""ב",שיכון ובינוי,155,hebrew,True,False,wikipedia,,"שיכון ובינוי – חברה ישראלית העוסקת בתשתיות, נדל""ן, אנרגיה ומים"
שו״ב,"שו""ב",שוחט ובודק,75,hebrew,True,False,wikipedia+wiktionary,,#שוחט ובודק. פעמים רבות מוסיפים תואר זה לשם משפחה של העוסק בזה.
שו״מ,"שו""מ",שואל ומשיב,68,hebrew,True,False,wiktionary,,# [[שאל|שואל]] ו[[השיב|משיב]]
שו״מ,"שו""מ",שלוש קהילות בגרמניה אשר עברו תלאות רבות בימי מסעי הצלב,0,hebrew,True,False,wiktionary,,"# שפיירא, ורמייזא מגנצה. <BR> שלוש קהילות בגרמניה אשר עברו תלאות רבות בימי מסעי הצלב."
שו״ס,"שו""ס",שותף סוד,23,hebrew,True,False,wiktionary,,# שותף סוד.
שו״ס,"שו""ס",שותפות סוד,2,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} שותפות סוד."
שו״ש,"שו""ש",שווה שוקיים,121,hebrew,True,False,wiktionary,גיאומטריה,"#{{משלב/ר""ת|גיאומטריה}} [[שוה שוקים|'''שו'''וה '''ש'''וקיים]]."
שו״ש,"שו""ש",שינויים ושיפורים,56,hebrew,True,False,wiktionary,,# '''ש'''ינויים '''וש'''יפורים
שו״ש,"שו""ש",שמחה וששון,8,hebrew,True,False,wiktionary,,# '''ש'''מחה '''וש'''שון
שח״ל,"שח""ל",שמואל חיים לנדוי,21,hebrew,True,False,wiktionary,,#שמואל חיים לנדוי.
שח״ל,"שח""ל",שירות חלוצי לישראל,4,hebrew,True,False,wiktionary,,#שירות חלוצי לישראל.
שח״ל,"שח""ל",שירות חולי לב,3,hebrew,True,False,wiktionary,,#שירות חולי לב.
שח״ל,"שח""ל",שירות חירום לחולים,0,hebrew,True,False,wiktionary,,#שירות חירום לחולים.
שח״ר,"שח""ר",שירותי חינוך ורווחה,4,hebrew,True,False,wiktionary,,#[[שרות|שירות]]י [[חינוך]] ו[[רוחה|רווחה]].
שח״ר,"שח""ר",שיבוץ וחזרה לשירות,0,hebrew,True,False,wiktionary,,#[[שבוץ|שיבוץ]] ו[[חזרה]] ל[[שרות|שירות]].
שח״ר,"שח""ר",תנועה פוליטית שהוקמה בשלהי הכנסת ה-15,0,hebrew,False,False,wiktionary,,"#[[שלום]], [[חינוך]] ו[[רוחה|רווחה]].<br>תנועה פוליטית שהוקמה בשלהי הכנסת ה-15."
שכ״ט,"שכ""ט",שכר־טרחה,104,hebrew,True,False,wiktionary,,# שכר־טרחה.
שכ״ט,"שכ""ט",שכר־טוראי,0,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} שכר־טוראי."
שליט״א,"שליט""א",שיחיה לאורך ימים טובים אמן,4,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} '''ש'''יחיה '''ל'''אורך '''י'''מים '''ט'''ובים '''א'''מן."
שליט״א,"שליט""א","שיזכה לחיים (גם: לימים) יפים, טובים וארוכים",0,hebrew,True,False,wiktionary,,"# '''ש'''יזכה '''ל'''חיים <small>(גם: '''ל'''ימים)</small> '''י'''פים, '''ט'''ובים ו'''א'''רוכים"
שליט״א,"שליט""א",שיזכה לחיים יותר טובים אמן,0,hebrew,True,False,wiktionary,,# שיזכה לחיים יותר טובים אמן.
שליט״א,"שליט""א",שיזכה לימים טובים וארוכים,0,hebrew,True,False,wiktionary,,# '''ש'''יזכה '''לי'''מים '''ט'''ובים ו'''א'''רוכים.
שמ״ע,"שמ""ע",(תפילת) שמונה עשרה,136,hebrew,False,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} (תפילת) שמונה עשרה."
שמ״ע,"שמ""ע",שחרית מנחה ערבית,45,hebrew,True,False,wiktionary,,# שחרית מנחה ערבית.
שנ״צ,"שנ""צ",שינוי צורה,252,hebrew,True,False,wiktionary,,# [[שנוי צורה|שינוי צורה]]
שנ״צ,"שנ""צ",שנת צוהריים,1,hebrew,True,False,wiktionary,,# [[שנה#שֵׁנָה|שנת]] [[צוהריים]].
שע״ח,"שע""ח",שעת חירום,211,hebrew,True,False,wiktionary,,#שעת חירום.
שע״ח,"שע""ח",שער חליפין,154,hebrew,True,False,wiktionary,,#שער חליפין.
שע״י,"שע""י",שעל יד,439,hebrew,True,False,wiktionary,,#ש[[על יד]].
שע״י,"שע""י",שלום על ישראל,54,hebrew,True,False,wiktionary,,#שלום על ישראל.
שפ״ח,"שפ""ח",שפעת החזירים,56,hebrew,True,False,wiktionary,רפואה,"# {{משלב/ר""ת|רפואה}} [[שפעת החזירים|'''שפ'''עת ה'''ח'''זירים]]"
שפ״ח,"שפ""ח",שירות פסיכולוגי חנוכי,0,hebrew,True,False,wiktionary,רפואה,"# {{משלב/ר""ת|רפואה}} [[שרות|'''ש'''ירות]] [[פסיכולוגיה|'''פ'''סיכולוגי]] [[חנוך#חִנּוּךְ|'''ח'''נוכי]]"
שק״ד,"שק""ד",שיקול דעת,670,hebrew,True,False,wiktionary,משפטים,"#{{משלב/ר""ת|משפטים}} [[שקול דעת|שיקול דעת]]."
שק״ד,"שק""ד",שקיעת דם,21,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} שקיעת [[דם]]."
שק״ד,"שק""ד",שיקום דתי לאסיר,0,hebrew,True,False,wiktionary,משטרה,"#{{משלב/ר""ת|משטרה}} [[שקום|שיקום]] [[דת]]י ל[[אסיר]]."
שק״ד,"שק""ד",שיקלול דיפרנציאלי,0,hebrew,True,False,wiktionary,,# [[שקלל|שיקלול]] [[דיפרנציאל]]י
שש״כ,"שש""כ",שמירת שבת כהלכתה,61,hebrew,True,False,wiktionary,יהדות,"#{{משלב/ר""ת|יהדות}} [[שמירת שבת]] כ[[הלכה|הלכתה]]."
שש״כ,"שש""כ",שומר שבת כשרות,0,hebrew,True,False,wiktionary,,# [[שמר|שומר]] [[שבת#שַׁבָּת|שבת]] [[כשרות]].
שת״פ,"שת""פ",שיתוף פעולה,9198,hebrew,True,False,wiktionary,,# [[שתוף פעלה|שיתוף פעולה]].
שת״פ,"שת""פ",שיעור תשואה פנימי,4,hebrew,True,False,wiktionary,,# [[שעור|שיעור]] [[תשואה]] [[פנימי]].
ש״ב,"ש""ב",שמואל ב',531,hebrew,True,False,wiktionary,,#[[שמואל]] ב'.
ש״ב,"ש""ב",שירות ביטחון,250,hebrew,True,False,wiktionary,,#[[שרות|שירות]] [[בטחון|ביטחון]].
ש״ב,"ש""ב",שלום בית,230,hebrew,True,False,wiktionary,,#[[שלום בית]].
ש״ב,"ש""ב",שבע ברכות,206,hebrew,True,False,wiktionary,,#[[שבע#שֶׁבַע|שבע]] [[ברכה#בְּרָכָה|ברכות]].
ש״ב,"ש""ב",שיעורי בית,122,hebrew,True,False,wiktionary,,#[[שעורי בית|שיעורי בית]].
ש״ג,"ש""ג (פירושונים)","ה'ש""ג",26,hebrew,False,True,wikipedia,,"ה'ש""ג – שנה עברית (1542–1543)"
ש״ג,"ש""ג",שומר גבול,8,hebrew,True,False,wiktionary,,# [[שומר]] [[גבול]].
ש״ג,"ש""ג (פירושונים)","תסמונת הש""ג",7,hebrew,False,False,wikipedia,,"תסמונת הש""ג – סלנג המתאר העברת אחריות למחדל לגורם הזוטר ביותר, ושנכנס לשימוש בעקבות ליל הגלשונים"
ש״ג,"ש""ג",שוטר גדודי,5,hebrew,True,False,wiktionary,,# [[שוטר]] [[גדודי]].
ש״ג,"ש""ג",שער גבול,4,hebrew,True,False,wiktionary,,# [[שער]] [[גבול]].
ש״ג,"ש""ג (פירושונים)","הכינוי הצה""לי לחייל המוצב לשמור על הכניסה למחנה",1,hebrew,False,False,wikipedia,,"ש""ג – הכינוי הצה""לי לחייל המוצב לשמור על הכניסה למחנה"
ש״ג,"ש""ג",תורת הזרימה שכבת גבול,0,hebrew,False,False,wiktionary,,# <small>תורת הזרימה</small> שכבת גבול.
ש״ד,"ש""ד",שיקול דעת,670,hebrew,True,False,wiktionary,,# [[שקול דעת|שיקול דעת]].
ש״ד,"ש""ד",שפיכות דמים,474,hebrew,True,False,wiktionary,,# [[שפיכות דמים|שפיכות דמים]].
ש״ה,"ש""ה",שִׁיר הַיִּחוּד the Hymn of Unity,0,hebrew,True,False,wiktionary,,# שִׁיר הַיִּחוּד    the Hymn of Unity
ש״ה,"ש""ה",שִׁיר הַמַּעֲלוֹת Song of Degrees,0,hebrew,True,False,wiktionary,,# [[שיר מעלות|שִׁיר הַמַּעֲלוֹת]]     Song of Degrees
ש״ה,"ש""ה",שֵֹם הַמְפׂרָשׁ the Ineffable Name,0,hebrew,True,False,wiktionary,,# [[השם|שֵֹם הַמְפׂרָשׁ]]    the Ineffable Name
ש״ז,"ש""ז",שנה זו,3457,hebrew,True,False,wiktionary,,# [[שנה]] זו.
ש״ז,"ש""ז",שמואל זנוויל (כהנא),32,hebrew,True,False,wiktionary,,# [[w:שמואל זנוויל כהנא|שמואל זנוויל (כהנא)]].
ש״ח,"ש""ח (פירושונים)",ש.ח.,128,hebrew,True,False,wikipedia,,ש.ח. - שידור חוזר בטלוויזיה
ש״ח,"ש""ח (פירושונים)",שקל חדש,123,hebrew,True,False,wikipedia+wiktionary,כלכלה,"#{{משלב/ר""ת|כלכלה}} [[שקל]] חדש."
ש״ח,"ש""ח",שידור חוזר,85,hebrew,True,False,wiktionary,תקשורת,"#{{משלב/ר""ת|תקשורת}} שידור חוזר."
ש״ח,"ש""ח (פירושונים)",שומר חינם,57,hebrew,True,False,wikipedia+wiktionary,,#שומר חינם.
ש״ח,"ש""ח (פירושונים)",שטר חוב,51,hebrew,True,False,wikipedia,,"שטר חוב – (בראשי תיבות: ש""ח)"
ש״ח,"ש""ח (פירושונים)","ה'ש""ח",31,hebrew,False,False,wikipedia,,"ה'ש""ח – השנה העברית ב-1547 – 1548"
ש״ח,"ש""ח (פירושונים)","ש""ח וילקומיץ",3,hebrew,True,False,wikipedia,,"ש""ח וילקומיץ – שמחה חיים (בראשי תיבות: ש""ח) וילקומיץ"
ש״ט,"ש""ט",שם טוב,2430,hebrew,True,False,wiktionary,,# שם טוב.
ש״ט,"ש""ט",שעות טיסה,404,hebrew,True,False,wiktionary,תעופה,"# {{משלב/ר""ת|תעופה}} שעות [[טיסה]]."
ש״ט,"ש""ט",שנה טובה,319,hebrew,True,False,wiktionary,ברכות,"# {{משלב/ר""ת|ברכות}} שנה טובה."
ש״ט,"ש""ט",שכר טרחה,104,hebrew,True,False,wiktionary,,# שכר טרחה.
ש״ט,"ש""ט",שוחר טוב,51,hebrew,True,False,wiktionary,,# שוחר טוב.
ש״ט,"ש""ט",שפע טל,19,hebrew,True,False,wiktionary,,# שפע טל.
ש״ט,"ש""ט",שערי טומאה,8,hebrew,True,False,wiktionary,יהדות,"# {{משלב/ר""ת|יהדות}} שערי טומאה."
ש״ט,"ש""ט",שחיק טמיא,5,hebrew,True,False,wiktionary,ארמית,"# {{משלב/ר""ת|ארמית}} שחיק טמיא."
ש״י,"ש""י",שמואל יוסף (עגנון),175,hebrew,True,False,wiktionary,,# שמואל יוסף (עגנון).
ש״י,"ש""י",שומרון-יהודה,18,hebrew,True,False,wiktionary,,# שומרון-יהודה.
ש״י,"ש""י",שירות ידיעות,13,hebrew,True,False,wiktionary,,# שירות ידיעות.
ש״י,"ש""י",ש (=השם) ישמרם,0,hebrew,True,False,wiktionary,,# [[השם|'''ש''']] (=[[השם]]) [[שמר|ישמרם]].
ש״ל,"ש""ל",שירות לאומי,453,hebrew,True,False,wiktionary,,# שירות לאומי.
ש״ל,"ש""ל (פירושונים)","ה'ש""ל",42,hebrew,False,False,wikipedia,,"ה'ש""ל – שנה עברית"
ש״ל,"ש""ל (פירושונים)",שושנים לדוד,39,hebrew,True,True,wikipedia,,שושנים לדוד – ספרו של רבי דוד פארדו על המשניות
ש״ל,"ש""ל",שבח לאל,29,hebrew,True,False,wiktionary,,# שבח לאל.
ש״ל,"ש""ל (פירושונים)",330 (מספר),1,hebrew,False,False,wikipedia,,330 (מספר) – מספר טבעי
ש״ל,"ש""ל (פירושונים)",שיבולי לקט או שיבולי הלקט,1,hebrew,True,True,wikipedia,,שיבולי לקט או שיבולי הלקט – ספרו של רבי צדקיה בן אברהם
ש״מ,"ש""מ",שם משפחה,2857,hebrew,True,False,wiktionary,,#שם משפחה.
ש״מ,"ש""מ",שמע מינא,0,hebrew,True,False,wiktionary,,#שמע מינא.
